title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
Technical Lead,Carnegie Mellon University,"Pittsburgh, Allegheny County",157396.31,"What We Do: The SEI helps advance software engineering principles and practices and serves as a national resource in software engineering and computer security. The SEI works closely with academia, defense and government organizations, and industry to continually improve software-intensive systems. Our core purpose is to help organizations improve software engineering capabilities and develop or acquire the right software that is defect free, within budget and on time, every time. Are you creat…",https://www.adzuna.com/details/5422616232?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Technical Lead,Carnegie Mellon University,"Pittsburgh, Allegheny County",149591.67,"What We Do: The SEI helps advance software engineering principles and practices and serves as a national resource in software engineering and computer security. The SEI works closely with academia, defense and government organizations, and industry to continually improve software-intensive systems. Our core purpose is to help organizations improve software engineering capabilities and develop or acquire the right software that is defect free, within budget and on time, every time. Are you creat…",https://www.adzuna.com/details/5422616023?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Data Scientist,Govini,"Arsenal, Allegheny County",119203.02,"Company Description Govini transforms Defense Acquisition from an outdated manual process to a software-driven strategic advantage for the United States. Our flagship product, Ark, supports Supply Chain, Science and Technology, Production, Sustainment, Logistics, and Modernization teams with AI-enabled Applications and best-in-class data to more rapidly imagine, develop, and field the capabilities we need. Today, the national security community and every branch of the military rely on Govini to…",https://www.adzuna.com/details/5421778121?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
SAFe Agility Coach,PNC Bank,"Pittsburgh, Allegheny County",116737.5,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a SAFe Agility Coach within PNC's Technology organization, you will be based in Pittsburgh, PA; Cleveland, OH; Birmingham, A…",https://www.adzuna.com/details/5420799267?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
"Senior Mainframe Developer - Local to Pittsburgh, Cleveland, or Dallas",CGI,"Pittsburgh, Allegheny County",93950.0,"Position Description: This position requires someone to be in a hybrid office work setting in Pittsburgh, PA, Cleveland, OH, Dallas, TX. CGI is looking for a highly motivated Senior Mainframe Developer who will demonstrate excellent skills in the development, maintenance enhancement of business applications on the Mainframe platform. The selected candidate will be responsible for working with various stakeholders, understanding the requirements, develop the most efficient code and deploy to var…",https://www.adzuna.com/details/5420753395?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Technical Lead,Carnegie Mellon University,"Pittsburgh, Allegheny County",150756.16,"What We Do: The SEI helps advance software engineering principles and practices and serves as a national resource in software engineering and computer security. The SEI works closely with academia, defense and government organizations, and industry to continually improve software-intensive systems. Our core purpose is to help organizations improve software engineering capabilities and develop or acquire the right software that is defect free, within budget and on time, every time. Are you creat…",https://www.adzuna.com/details/5420688498?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Data Engineer,PNC Bank,"Pittsburgh, Allegheny County",85778.34,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a(n) [position title] within PNC's [name of division] organization, you will be based in [city/state location of position]. …",https://www.adzuna.com/details/5420661809?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Software Engineer Senior - Home Lending Originations/Empower,PNC Bank,"Pittsburgh, Allegheny County",107000.0,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Software Engineer Senior within PNC's Lending Technology - Home Lending Originations organization, you will be based in Pi…",https://www.adzuna.com/details/5420400095?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Full Stack Java Developer,Techstra Solutions,"Pittsburgh, Allegheny County",119416.48,"Techstra is seeking an experienced Full Stack Java Software Developer to build and enhance modern Java microservices-based enterprise applications and APIs. As a member of the development team, you will focused on cloud native development, modernization, and application migration to the cloud. You will be a critical part of an Agile-based application delivery team in developing advanced applications interfacing with various 3rd party systems. From the day you join, you will hit the ground runni…",https://www.adzuna.com/details/5419826438?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,['java']
Software Engineer Senior - Home Lending Originations/Empower,PNC,"Pittsburgh, Allegheny County",78169.36,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Senior within PNC's Lending Technology - Home Lending Originations organization, you will be based in Pi…",https://www.adzuna.com/details/5419728535?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
SAFe Agility Coach,PNC,"Pittsburgh, Allegheny County",85381.05,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a SAFe Agility Coach within PNC's Technology organization, you will be based in Pittsburgh, PA; Cleveland, OH; Birmingham, A…",https://www.adzuna.com/details/5419728534?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
Senior Data Engineer,PNC,"Pittsburgh, Allegheny County",93918.44,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a(n) [position title] within PNC's [name of division] organization, you will be based in [city/state location of position]. …",https://www.adzuna.com/details/5419728536?utm_medium=api&utm_source=a6e23083,N/A,15-1252,Software Developer,[]
